计费项,计费方式,价格（元/千次）
"API调用","按量计费","[0, 1000], 5.5；(1000, 5000], 5；(5000, 10000], 4.5；(10000, +∞), 4"
,
,
,
 计费项,计费方式,价格（元）
"并发","包月","100"
,
,
,
资源包规格（千次）,资源包有效期,价格（元）
"12500","1年","50000"
"30000","1年","90000"
"100000","1年","200000"
"300000","1年","500000"
,
,
,
计费项,计费方式,价格（元/万字）
"API调用","按量计费","5"
,
,
,
 计费项,计费方式,价格（元）
"并发","包月","100"
,
,
,
资源包规格（万字）,资源包有效期,价格（元）
"10","1年","45"
"200","1年","800"
"2000","1年","7000"
"20000","1年","60000"
"100000","1年","200000"
,
,
,
计费项,日调用量（小时）,按调用量后付费（元/万字）
"精品长文本语音合成-普通版","（0，+∞）","1"
"精品长文本语音合成-情感预测版","（0，+∞）","2"
,
,
,
资源包规格（万字）,资源包有效期,价格（元）,QPS
"情感预测版-100","1年","200","默认最大支持10QPS"
"情感预测版-2000","1年","3600","默认最大支持10QPS"
"情感预测版-5000","1年","7000","默认最大支持10QPS"
"情感预测版-10000","1年","10000","默认最大支持10QPS"
"普通版-100","1年","100","默认最大支持10QPS"
"普通版-2000","1年","1800","默认最大支持10QPS"
"普通版-5000","1年","3500","默认最大支持10QPS"
"普通版-10000","1年","5000","默认最大支持10QPS"
,
,
,
计费项,日调用量（小时）,价格（元/小时）
"API调用","（0，+∞）","4"
,
,
,
计费项,计费方式,价格（元）
"并发","包月","200"
,
,
,
资源包规格（小时）,有效期,价格（元）
"600","1年","2100"
"2000","1年","6000"
"5000","1年","12500"
"10000","1年","20000"
,
,
,
费用类型,价格(元/个),计价方式
"声音复刻费用","[0, 50], 138；(50, 100], 88；(100, 200], 58；(200, 5000], 38；(5000, +∞), 28","按单次下单数量全额累进单价，不累计过往下单数量。如：需复刻80个音色，则音色复刻费用为80*88=7040元"
,
,
,
费用类型,价格(元/个),计价方式
"模型存储费用","0","包月，首次下单需购买12个月。如：需调用复刻的80个音色1年，则需额外支80*1*12=960元"
,
,
,
按调用字符数后付费,日调用量（小时）,按调用量后付费（元/万字）
"API字数小时结","（0，+∞）","8"
,
,
,
计费项,计费方式,价格（元/并发/月）
"并发","包月","100"
,
,
,
资源包规格（万字）,资源包有效期,价格（元）
"10","1年","75"
"200","1年","1400"
"2000","1年","13000"
,
,
,
 计费项,计费方式,价格（元/并发/月）,说明
"纯并发","包月","2000","按照纯并发计费模式，该模式只需购买并发，不再收取字符调用费用，音色和模型存储费正常计费"
,
,
,
计费项,单价(元/千次)
"API调用","[0, 300], 3.5；(300, 1000], 3；(1000, 3000], 2.4；(3000, 5000], 1.6；(5000, +∞), 1.2"
,
,
,
资源包规格（千次）,价格（元）,单价（元/千次）,默认并发,	并发扩容
"500","1500","3","默认10路并发","100元/路/月"
"1000","2200","2.2","默认10路并发","100元/路/月"
"10000","16000","1.6","默认10路并发","100元/路/月"
"100000","130000","1.3","默认10路并发","100元/路/月"
"500000","500000","1","默认10路并发","100元/路/月"
,
,
,
计费项,单价(元/千次)
"API调用","[0, 300], 3.5；(300, 1000], 3；(1000, 3000], 2.4；(3000, 5000], 1.8；(5000, +∞), 1.2"
,
,
,
