定价阶梯,中国内地,亚太一区,亚太二区,亚太三区,欧洲,北美,中东,南美,价格单位
"0 - 10TB（含）","0.22","0.423","0.55","0.657","0.294","0.294","0.794","0.668","元/GB"
"10TB - 50TB（含）","0.21","0.367","0.459","0.56","0.241","0.241","0.754","0.635","元/GB"
"50TB - 100TB（含）","0.18","0.325","0.423","0.486","0.187","0.187","0.675","0.568","元/GB"
"100TB - 1PB（含）","0.16","0.296","0.353","0.433","0.147","0.147","0.635","0.535","元/GB"
"大于 1PB","0.15","0.282","0.318","0.403","0.127","0.127","0.595","0.501","元/GB"
,
,
,
定价阶梯,价格（仅限中国内地）,价格单位
"0 - 1Gbps（含）","0.6","元/Mbps/日"
"1Gbps - 10Gbps（含）","0.57","元/Mbps/日"
"10Gbps - 20Gbps（含）","0.54","元/Mbps/日"
"大于 20Gbps","0.5","元/Mbps/日"
,
,
,
请求数,价格,价格单位
"静态 HTTPS 请求数","0.05","元/万次"
"动态 HTTP 和动态 HTTPS 请求数","0.15","元/万次"
"静态 QUIC 请求数","0.05","元/万次"
"动态 QUIC 请求数","0.15","元/万次"
,
,
,
计费项,规格,价格
"预购请求数套餐","100万次","10元/月"
"预购请求数套餐","1000万次","100 元/月"
"预购请求数套餐","1亿次","1000 元/月"
"预购请求数套餐","10亿次","10000 元/月"
"预购请求数套餐","50亿次","50000 元/月"
"弹性防护计费","0万<超额请求数≤100万","0.15元/万次"
"弹性防护计费","100万<超额请求数≤1000万","0.14元/万次"
"弹性防护计费","1000万<超额请求数≤1亿","0.13元/万次"
"弹性防护计费","1亿<超额请求数≤10亿","0.12元/万次"
"弹性防护计费","10亿<超额请求数","0.11元/万次"
,
,
,
定价阶梯,价格,价格单位
"0 - 10TB（含）","2.1","元/GB"
"10TB - 50TB（含）","2","元/GB"
"50TB - 100TB（含）","1.8","元/GB"
"100TB - 1PB（含）","1.5","元/GB"
"大于 1PB","1.3","元/GB"
,
,
,
定价阶梯,中国内地,亚太一区,亚太二区,亚太三区,欧洲,北美,中东,南美,价格单位
"0 - 500Mbps（含）","5.5","32.5","38.90","38.90","15.9","15.9","58.60","52.70","元/Mbps/日"
"500Mbps - 5Gbps（含）","5.3","31.00","37.60","37.60","14.6","14.6","57.20","51.30","元/Mbps/日"
"5Gbps - 20Gbps（含）","5.1","29.70","36.20","36.20","13.3","13.3","55.90","50.00","元/Mbps/日"
"大于 20Gbps","4.9","29.00","35.60","35.60","12.6","12.6","55.30","49.40","元/Mbps/日"
,
,
,
资源包规格,12个月,6个月,1个月
"100 GB","20 元","18 元","17 元"
"500 GB","94 元","85 元","83 元"
"1 TB","180 元","162 元","158 元"
"5 TB","880 元","800 元","772 元"
"10 TB","1,760 元","1,600 元","1,545 元"
"50 TB","8,200 元","7,600 元","7,300 元"
"200 TB","21,500 元","19,560元","19,100 元"
"1 PB","99,000 元","99,000元","99,000元"
"5 PB","494,000 元","494,000 元","494,000 元"
"10 PB","980,000 元","980,000 元","980,000 元"
"50 PB","4,796,000 元","4,796,000 元","4,796,000 元"
,
,
,
资源包规格,12个月,1个月
"100 GB","20 元","20 元"
"500 GB","94 元","94 元"
"1 TB","180 元","180 元"
"5 TB","880 元","880 元"
"10 TB","1,760 元","1,760 元"
"50 TB","8,200 元","8,200 元"
"200 TB","21,500 元","21,500 元"
"1 PB","99,000 元","99,000 元"
"5 PB","494,000 元","494,000 元"
"10 PB","980,000 元","980,000 元"
"50 PB","4,796,000 元","4,796,000 元"
,
,
,
资源包规格,12个月
"1000 万","39 元"
"1 亿","350 元"
"10 亿","3104 元"
"100 亿","27160 元"
"1000 亿","194000 元"
,
,
,
资源包规格,12个月
"100 万","14 元"
"1000 万","127 元"
"1 亿","1164 元"
"10 亿","10670 元"
"100 亿","97000 元"
